date,title,url,impacted_commodity,summary
2020-01-03T20:15:00.000000,First Quantum weighs $1-billion copper mine expansion in Zambia,https://leaderpost.com/commodities/mining/canadas-first-quantum-weighs-1-billion-zambian-copper-mine-expansion-document/wcm/94f8a13b-8552-4b46-ab9b-06018c581e1b,copper,"First Quantum is considering a roughly $1 billion expansion at Zambia’s Kansanshi copper mine to extend mine life and lift production toward 300,000 tonnes from about 235,000 tonnes expected last year. Board approval may be delayed or require Zambia tax changes, but the planned output increase is copper-supportive."
2020-01-03T21:45:00.000000,"First Quantum weighs $1-billion Zambian copper mine expansion, document reveals",https://www.theglobeandmail.com/business/article-first-quantum-weighs-1-billion-zambian-copper-mine-expansion/,copper,"First Quantum is considering a roughly $1-billion expansion of Zambia’s Kansanshi copper mine to avert declining output, but board approval is likely hindered by a tax/royalty regime that includes higher copper royalties and new surcharges at high prices. Analysts expect investment may stall unless Zambia changes policy."
2020-01-04T07:45:00.000000,Here's Why Shares of Southern Copper Climbed 12% in December,https://www.nasdaq.com/articles/heres-why-shares-of-southern-copper-climbed-12-in-december-2020-01-04,copper,"The article says Southern Copper shares rose in December largely alongside higher copper prices, with December’s average copper at $2.77 (highest since April). It also notes easing U.S.-China trade tensions, which analysts expect could support copper demand and prices, and a Peruvian permit for the Tia Maria project."
2020-01-04T11:15:00.000000,Exclusive: Canada's First Quantum weighs $1 billion Zambian copper mine expansion,https://ca.news.yahoo.com/exclusive-canadas-first-quantum-weighs-190807752.html,copper,"First Quantum is considering ~$1 billion to expand Zambia’s Kansanshi copper mine, which would raise output over time and extend mine life. However, disputes with the Zambian government over taxes/royalties and assets, including higher copper royalty taxes and new price-linked levies, could delay or prevent approval."
2020-01-04T21:15:00.000000,Copper near 8-month high on China data and trade deal hopes,https://lfpress.com/pmn/business-pmn/copper-near-8-month-high-on-china-data-and-trade-deal-hopes/wcm/3b3d8d68-a06e-4910-ae63-d651cd6654eb,"copper,nickel,aluminium","Copper prices rose to their highest since May on stronger China industrial profits and hopes of a phase-one US-China trade deal, supporting expectations for metals demand. LME copper stocks fell to the lowest since mid-March. Aluminium was also higher, while nickel showed a softer tone amid rising LME stocks."
2020-01-06T02:15:00.000000,&#xA3;10m aluminium manufacturing process validated for high-volume automotive OEM applications,http://www.eurekamagazine.co.uk/design-engineering-features/technology/10m-aluminium-manufacturing-process-validated-for-high-volume-automotive-oem-applications/222696/,aluminium,"A UK-funded 30-month project (RACEForm) validates Hot Form Quench technology for high-volume manufacturing of complex, lightweight aluminium automotive parts such as A-pillars and chassis assemblies. The process targets faster cycle times and enables greater use of highly recycled aluminium, potentially reducing smelting needs and embedded emissions."
2020-01-06T03:15:00.000000,SKC to complete takeover of world's top copper foil maker for $1b,http://www.koreaherald.com/view.php?ud=20200106000480,copper,"SKC Inc. said it will complete a $1 billion takeover of KCFT, the world’s top copper foil maker used as the negative electrode current collector in lithium-ion batteries. With major customers in EV battery supply chains, the acquisition is expected to expand mobility exposure and support copper-foil-linked demand outlook."
2020-01-06T03:30:00.000000,Evening Comments (Jan 3): Copper fell to 3-week low as Middle East tensions flared-Shanghai Metals Market,https://news.metal.com/newscontent/101012901/Evening-Comments-%28Jan-3%29:-Copper-fell-to-3-week-low-as-Middle-East-tensions-flared/,"copper,nickel,aluminium","Shanghai metals sold off on Friday as Middle East tensions flared after a US air strike killed a senior Iranian official. Investors moved to risk-off, lifting the dollar and safe havens. SHFE copper fell to a three-week low, nickel dropped nearly 3%, and aluminium slid slightly lower amid growing expected inventories."
2020-01-06T05:00:00.000000,China nickel downstream activity improved in December-Shanghai Metals Market,https://news.metal.com/newscontent/101013437/China-nickel-downstream-activity-improved-in-December/,nickel,"SMM says China’s nickel downstream manufacturing recovered in December: the downstream PMI rose to 49.51, with new orders in expansion (51.17) and stronger production. Stainless steel producers restocked on falling feedstock prices, supporting nickel demand and contributing to nickel and stainless-steel price stabilisation. January PMIs point to continued weakness."
2020-01-06T06:15:00.000000,London copper rebounds as Sino-U.S. trade deal nears,https://o.canada.com/pmn/business-pmn/london-copper-rebounds-as-sino-u-s-trade-deal-nears/wcm/50e5a797-0373-4c3e-b6f0-a746ec16de3b,"copper,aluminium","London copper rebounded after a sharp prior drop, with gains linked to expectations that a U.S.-China Phase 1 trade deal is imminent and could lift demand. China policy easing and stronger December manufacturing also supported sentiment. The LME complex was mixed, with aluminium slipping while nickel was flat."
2020-01-06T07:30:00.000000,"LME copper rebounds on China policy, Sino-U.S. trade truce",https://business.financialpost.com/pmn/business-pmn/lme-copper-rebounds-on-china-policy-sino-u-s-trade-truce,"copper,aluminium","London copper rose 0.5% as markets priced in China’s policy easing and the expected U.S.-China Phase 1 trade deal. China’s RRR cut and steady inflation target support hopes for firmer economic activity and metal demand, offsetting earlier declines tied to Middle East tensions and weak U.S. manufacturing data."
2020-01-06T09:00:00.000000,Atlantic Nickel Announces First Sale of Nickel Concentrate From Santa Rita,https://finance.yahoo.com/news/atlantic-nickel-announces-first-sale-080000267.html,nickel,"Atlantic Nickel announced its first sale of nickel concentrate from the Santa Rita project. The news is interpreted as the start of concentrate deliveries, implying additional nickel supply potential. This can weigh on near-term nickel sentiment if the market expects a gradual build in availability."
2020-01-06T10:15:00.000000,PLN needs to triple electricity supply in Sulawesi to power nickel smelters,https://www.thejakartapost.com/news/2020/01/06/pln-needs-triple-electricity-supply-sulawesi-power-nickel-smelters.html,nickel,"PLN says it must nearly triple electricity supply in Central and Southeast Sulawesi to power nickel smelters being built under Indonesia’s domestic refinement rules. The utility plans major new coal power and grid integration to meet 1,556 MW additional demand, aiming to support timely smelter commissioning and nickel output growth."
2020-01-06T10:45:00.000000,"SMM Evening Comments (Jan 6): Copper fell on US-Iran tensions, China's weak service data-Shanghai Metals Market","https://news.metal.com/newscontent/101013618/SMM-Evening-Comments-(Jan-6):-Copper-fell-on-US-Iran-tensions,-China%E2%80%99s-weak-service-data/","copper,nickel,aluminium","SMM reports SHFE nonferrous closed mixed: copper fell 0.63% as US-Iran tensions boosted safe-haven sentiment and China Caixin services data disappointed; aluminium rose 0.64% on slower primary aluminium inventory build and Inner Mongolia shipment disruptions. Nickel lagged down 1.8%, hovering near support/average with expectations of rangebound trading."
2020-01-06T13:15:00.000000,Copper rattled by soft China data and U.S.-Iran tensions,https://lfpress.com/pmn/business-pmn/copper-rattled-by-soft-china-data-and-u-s-iran-tensions/wcm/17dda329-132f-49d0-a280-5fae05460efe,"copper,nickel,aluminium","Copper fell on Monday as softer China services growth signaled weaker demand and U.S.-Iran tensions drove a risk-off move, weighing on cyclical base metals. Aluminium weakened with cash discounts deepening and LME warehouse stocks rising, while nickel edged lower after a recent low."
2020-01-07T02:45:00.000000,SMM Evening Comments (Jan 6): Copper fell on US-Iran tensions and China's weak service data-Shanghai Metals Market,https://news.metal.com/newscontent/101013618/SMM-Evening-Comments-%28Jan-6%29:-Copper-fell-on-US-Iran-tensions-and-China,"copper,nickel,aluminium",SMM reports mostly lower SHFE nonferrous prices on Jan 6. Copper fell 0.63% as US-Iran tensions boosted safe-haven demand and China’s weak Caixin services data hurt sentiment. Aluminium rose 0.64% with weaker-than-expected primary inventory build from Inner Mongolia disruptions. Nickel edged down 1.8% and is seen rangebound.
2020-01-07T03:15:00.000000,USTKE union wary of New Caledonia nickel restructure,https://www.rnz.co.nz/international/pacific-news/406841/ustke-union-wary-of-new-caledonia-nickel-restructure,nickel,"A New Caledonian union warned about Vale’s planned restructure and sale of its nickel plant in New Caledonia. Vale intends to close the refinery and focus on nickel hydroxide cake for EV batteries, while selling assets and exporting nickel ore subject to approvals, increasing near-term supply and labor uncertainty."
2020-01-07T09:45:00.000000,CRU: USMCA Should Support Regional Aluminium Demand but not Without Complications and Risks,https://www.finanznachrichten.de/nachrichten-2020-01/48545880-cru-usmca-should-support-regional-aluminium-demand-but-not-without-complications-and-risks-008.htm,aluminium,"The US Senate approved the USMCA trade agreement with Mexico and Canada by a large margin, sending it to President Trump for signature. CRU expects the pact to support regional aluminium demand, but notes potential complications and risks, implying only moderate, not guaranteed, near-term support for aluminium prices."
2020-01-07T10:30:00.000000,Atlantic Nickel to sell first concentrate from Brazil's Santa Rita project,https://www.mining-technology.com/news/atlantic-nickel-concentrate/,nickel,"Atlantic Nickel has signed an offtake contract for part of production from its restarted Santa Rita nickel sulphide project in Brazil. The mine has completed refurbishment, ramped commissioning, and is set to deliver its first concentrate shipment this month, supporting higher near-term nickel supply."
2020-01-07T11:45:00.000000,Copper edges higher as investors take stock and look to China,https://leaderpost.com/pmn/business-pmn/copper-edges-higher-as-investors-take-stock-and-look-to-china/wcm/71ebcf90-1ddb-4eec-9069-1821ec62a051,"copper,aluminium","Copper prices edged higher as investors looked to China for continued stimulus and as U.S.-Iran tensions eased, stabilizing broader markets. LME copper inventories have fallen sharply to the lowest since March 2019. Aluminium was the only tracked metal down, with a wider cash discount suggesting ample near-term warehouse supply."
2020-01-07T12:15:00.000000,SMM Evening Comments (Jan 7): Copper advanced on an absence of escalation in Middle East tensions-Shanghai Metals Market,https://news.metal.com/newscontent/101014162/SMM-Evening-Comments-%28Jan-7%29:-Copper-advanced-on-an-absence-of-escalation-in-Middle-East-tensions/,"copper,nickel,aluminium","SMM reports most SHFE nonferrous metals ending higher after no further US–Iran escalation reduced safe-haven demand; copper rose 0.41% and nickel 1.21%. Aluminium slipped slightly (-0.21%) but is described as supported by a softer US dollar and an elevated LME aluminium, keeping near-term prices high."
2020-01-07T17:45:00.000000,Copper closes higher as investors take stock and look to China,https://lfpress.com/pmn/business-pmn/copper-closes-higher-as-investors-take-stock-and-look-to-china/wcm/d1c86c77-f627-414a-b874-b5f465d36049,"copper,nickel,aluminium","Copper prices rose on easing U.S.-Iran tensions and expectations that China will extend stimulus to support growth and investment. LME three-month copper gained 0.2% and inventories fell sharply. Aluminium finished lower with a wider cash discount, while nickel rose 0.8% on the day."
2020-01-07T20:15:00.000000,Copper price unlikely to rebound even if trade tensions subside -Chile trade group,https://o.canada.com/pmn/business-pmn/copper-price-unlikely-to-rebound-even-if-trade-tensions-subside-chile-trade-group/wcm/dbaed1e7-cc5d-41d1-bd08-0b62f4ea9af6,copper,"Chile’s Sonami head says copper prices are unlikely to rebound in 2020 even if U.S.-China trade tensions ease. He expects demand not to rise significantly through 2020, keeping major miners cautious about boosting supply. Electric vehicle manufacturing is viewed as supportive in the mid-term, not immediately."
2020-01-07T20:45:00.000000,"Copper output slumps at Codelco, BHP's Escondida in November",https://www.afr.com/markets/commodities/copper-output-slumps-at-codelco-bhp-s-escondida-in-november-20200108-p53pnn,copper,"Chile’s Cochilco said copper output fell at Codelco and BHP’s Escondida in November, amid riots and mass protests. Codelco output dropped 11% year-on-year to 155,200 tonnes. As major Chilean supply is disrupted, near-term copper availability expectations worsen, typically pressuring prices lower."
2020-01-07T23:15:00.000000,Atlantic takes third run at Santa Rita nickel,https://thewest.com.au/business/mining/atlantic-takes-third-run-at-santa-rita-nickel-ng-b881427031z,nickel,"The piece reports that Atlantic is making a third attempt related to the Santa Rita nickel project. Renewed progress on a nickel supply project can improve near-term expectations for future production, offering some support to nickel sentiment, though the exact timing and output impact are uncertain."
2020-01-08T03:45:00.000000,"MEE: Examination over standards on recyclable copper, brass, aluminium raw materials has ended-Shanghai Metals Market","https://news.metal.com/newscontent/101014434/MEE:-Examination-over-standards-on-recyclable-copper,-brass,-aluminium-raw-materials-has-ended/","copper,aluminium","China’s MEE says its review of national standards for recyclable copper and aluminium scrap has ended. The rules reclassify eligible scrap that replaces solid-waste scrap, with compliant imports allowed without restrictions as solid-waste scrap import bans near end-2020. This should ease supply tightness for copper and aluminium."
2020-01-08T03:45:00.000000,"MEE: Examination over standards on recyclable copper, brass, aluminium raw materials has ended-Shanghai Metals Market","https://news.metal.com/newscontent/101014434/MEE:-Examination-over-standards-on-recyclable-copper,-brass,-aluminium-raw-materials-has-ended/","copper,aluminium","China’s MEE says a review of standards for recyclable copper and aluminium scrap has ended. Scrap meeting the new criteria is expected to be allowed into China without restrictions, replacing “solid waste” treatment amid an end-2020 import ban. The change should affect scrap supply expectations and prices."
2020-01-08T07:15:00.000000,"Review completed over standards on recyclable copper, brass and aluminium raw materials-Shanghai Metals Market",https://news.metal.com/newscontent/101014434/review-completed-over-standards-on-recyclable-copper-brass-and-aluminium-raw-materials/,"copper,aluminium","China’s ecology ministry says the nonferrous standards for recyclable copper and aluminium scrap have been reviewed, enabling scrap that meets the new criteria to enter China without restrictions as solid-waste imports are banned. This reclassification should improve near-term scrap supply for domestic processing, supporting copper and aluminium sentiment."
2020-01-08T07:15:00.000000,"Review completed over standards on recyclable copper, brass and aluminium raw materials-Shanghai Metals Market",https://news.metal.com/newscontent/101014434/review-completed-over-standards-on-recyclable-copper-brass-and-aluminium-raw-materials/,"copper,aluminium","China’s environmental authorities said standards reviewing recyclable copper and aluminium scrap have been completed. The draft rules reclassify qualifying scrap as recyclable materials rather than “solid waste,” allowing foreign scrap that meets standards to be imported without restrictions, supporting scrap inflows ahead of the earlier broader waste import ban."
2020-01-08T09:30:00.000000,Copper price unlikely to rebound in 2020 forecasts Chile's mining union,https://en.mercopress.com/2020/01/08/copper-price-unlikely-to-rebound-in-2020-forecasts-chile-s-mining-union,copper,"Chile’s Sonami leader says copper is unlikely to rebound meaningfully in 2020 even if US-China trade tensions ease. He expects prices around about $2.80/lb, citing weak demand prospects and miners’ caution on ramping supply. Electric vehicle demand is seen as supportive only mid-term."
2020-01-08T09:45:00.000000,Indonesia approves environmental study for battery-grade nickel plants -minister,https://o.canada.com/pmn/business-pmn/indonesia-approves-environmental-study-for-battery-grade-nickel-plants-minister/wcm/3c13ec47-457d-4c5b-b5e3-f5af6f270fc7,nickel,"Indonesia approved environmental impact studies for battery-grade nickel chemical plants in Morowali, allowing investors to proceed with high-pressure acid leaching construction. The move supports expansion of Indonesia’s integrated nickel industry and follows a prior stop to unprocessed nickel ore exports, reinforcing nickel supply and demand expectations."
2020-01-08T10:00:00.000000,Auroch off and running on nickel hunt near Leinster,https://thewest.com.au/business/public-companies/auroch-off-and-running-on-nickel-hunt-near-leinster-c-638721,"copper,nickel","Auroch Minerals reports further nickel assay results from its Saints project near Kalgoorlie, including 6.87m at 0.77% nickel and a higher-grade interval, with conductive zones identified by DHEM yet to be tested. The company plans additional drilling, alongside exploration at Leinster."
2020-01-08T11:00:00.000000,Arc Minerals intersects wide copper mineralisation in maiden drill programme at mine in Zambia,https://www.youinvest.co.uk/articles/stockmarketwire/188344/arc-minerals-intersects-wide-copper-mineralisation-maiden-drill,copper,"Arc Minerals says its maiden drill programme at a Zambia mine intersected wide copper mineralisation. The reported results can strengthen market expectations for the project’s prospective copper resource and near-term supply outlook, typically supportive for copper sentiment over the coming days to weeks."
2020-01-08T13:45:00.000000,Max Resource Identifies Visible Copper Oxide Mineralization at Cesar,https://www.finanznachrichten.de/nachrichten-2020-01/48558838-max-resource-identifies-visible-copper-oxide-mineralization-at-cesar-296.htm,copper,"Max Resource Corp. reports visible copper oxide mineralization (chrysocolla, malachite, azurite, etc.) at its Cesar copper-silver project in Colombia and expects assay results for chip samples. Prior grab samples ranged up to 4.2% copper. Phase II drilling is planned after assays, suggesting ongoing exploration but no production impact."
2020-01-08T14:45:00.000000,Excelsior Mining Announces Positive Initial Wellfield Results at the Gunnison Copper Project,https://www.finanznachrichten.de/nachrichten-2020-01/48559587-excelsior-mining-announces-positive-initial-wellfield-results-at-the-gunnison-copper-project-296.htm,copper,"Excelsior Mining announced initial wellfield results at its Gunnison in-situ copper project, saying copper recovery grades exceed feasibility expectations. Pregnant leach solution copper measurements are ahead of schedule, with acid injection ramping toward full rate and first copper cathode sales expected in Q1 2020. "
2020-01-09T03:15:00.000000,China issued 2nd batch of copper scrap import quotas for 2020-Shanghai Metals Market,https://news.metal.com/newscontent/101014986/china-issued-2nd-batch-of-copper-scrap-import-quotas-for-2020/,copper,"China’s environmental authorities approved a second batch of 2020 copper scrap import quotas (26,566 mt of high-grade scrap), adding to first-quarter allowances and easing concerns of supply disruption before end-year solid waste import restrictions. Additional standards to ease qualified scrap imports and shifts to remelt ingot also support copper availability."
2020-01-09T10:30:00.000000,A visit to Germany&#x2032;s only remaining aluminum factory | Business| Economy and finance news from a German perspective | DW,https://www.dw.com/en/a-visit-to-germanys-only-remaining-aluminum-factory/a-51933618,aluminium,"DW visits Germany’s only remaining aluminum-oxide plant in Stade, which ships bauxite from Guinea. It notes aluminum-oxide production is highly energy-intensive and raises concerns that further energy-price hikes from Germany’s renewables transition could threaten domestic aluminum output. It also describes competition from abroad."
2020-01-09T17:00:00.000000,Q&A: making nickel mining greener with Norilsk,https://www.mining-technology.com/features/qa-making-nickel-mining-greener-with-norilsk/,"copper,nickel","The Q&A discusses Nornickel’s efforts to reduce sulphur dioxide emissions by cutting back and eventually shutting old nickel smelting operations, and to capture emissions at its copper facilities while shutting a copper smelter without production loss. It also plans to supply nickel/cobalt for BASF-made EV batteries, aiming for more demand diversification."
2020-01-09T19:15:00.000000,DEQ fines The Dalles aluminum recycler $1.3 million,https://ktvz.com/news/oregon-northwest/2020/01/09/deq-fines-the-dalles-aluminum-recycler-1-3-million/,aluminium,"Oregon DEQ fined Hydro Extrusion USA, part of Norsk Hydro, $1.3 million for air quality permit violations at an aluminum recycling facility. The plant processed prohibited “unclean” scrap and failed monitoring and recordkeeping. DEQ ordered it to stop and improve compliance, while penalty includes avoided pollution-control costs."
2020-01-09T19:30:00.000000,State regulators issue largest-ever air pollution fine to The Dalles aluminum recycler,https://www.oregonlive.com/environment/2020/01/state-regulators-issue-largest-ever-air-pollution-fine-to-the-dalles-aluminum-recycler.html,aluminium,"Oregon regulators fined Hydro Extrusion USA, an aluminum recycler owned by Norsk Hydro, $1.3 million for air pollution permit violations tied to improper melting of coated “unclean charge” materials. The firm must stop the prohibited processing, upgrade monitoring, and improve emissions controls, with an appeal deadline."
2020-01-10T12:45:00.000000,Strengthening dollar curbs Copper rebound | Regina Leader-Post,https://leaderpost.com/pmn/business-pmn/strengthening-dollar-curbs-copper-rebound/wcm/adecc81c-e6fd-4513-9f18-a9a1e8a63e19,"copper,nickel,aluminium","Copper was set for about a 1% weekly gain as fears of U.S.-Iran conflict eased and LME/SHFE inventories continued to fall, supporting prices. However, a strengthening dollar reduced demand and limited upside momentum. The piece also notes smaller weekly moves in aluminium and nickel without new drivers for them."
2020-01-10T14:00:00.000000,Oregon DEQ Issues Its Largest Air Quality Fine To Aluminum Recycler,https://www.ijpr.org/post/oregon-deq-issues-its-largest-air-quality-fine-aluminum-recycler,aluminium,"Oregon DEQ fined Hydro Extrusion, an aluminum recycling plant in The Dalles, $1.3 million for air-permit violations. The facility melted unpermitted coated scrap and failed to properly track incoming recycled material. The company may appeal within 20 days, but no broader market disruption is stated."
2020-01-10T14:15:00.000000,3 Canadian Copper Stocks Set to Shine in 2020?,https://smallcappower.com/analyst-articles/3-canadian-copper-stocks-set-to-shine-in-2020/,"copper,nickel","Canaccord Genuity highlights a promising 2020 environment for industrial commodities, citing global monetary/fiscal stimulus and progress toward a U.S.-China Phase 2 trade deal. It favors copper and lists Canadian copper stocks as top picks. Turquoise Hill, First Quantum, and Ero Copper are discussed, including Ero’s nickel-copper “super-pods” samples."
2020-01-10T15:15:00.000000,SMM Evening Comments (Jan 10): Copper rose on bullish outlook for US non-farm payrolls-Shanghai Metals Market,https://news.metal.com/newscontent/101015832/SMM-Evening-Comments-%28Jan-10%29:-Copper-rose-on-bullish-outlook-for-US-non-farm-payrolls/,"copper,nickel,aluminium","SMM reports SHFE nonferrous prices mostly higher: copper +0.06%, nickel +1.07% and aluminium +0.5%. Gains are attributed to improved risk appetite ahead of US non-farm payrolls and expectations of stronger Chinese demand after a US-China preliminary trade deal is to be signed next week."
2020-01-10T18:00:00.000000,"42-year-old man arrested, charged with TPCO copper theft",https://www.kztv10.com/news/local-news/42-year-old-man-arrested-charged-tpsco-copper-theft-ricardo-salinas,copper,"A man was charged with stealing copper from TPCO Industries after authorities received a tip about large copper-wire sales at salvage yards. Police seized about 6,000 pounds of copper valued around $93,000. The sheriff said copper theft is a costly, widespread problem for U.S. businesses."
2020-01-10T21:30:00.000000,Portland man accused of stealing $93K of copper from TPCO near Gregory,https://www.caller.com/story/news/crime/2020/01/10/portland-man-accused-stealing-93-k-copper-tpco-near-gregory-texas-crime/4432117002/,copper,"Authorities accused a Portland man of stealing about 2,000 pounds of thick-gauge copper worth roughly $93,000 from TPCO America near Gregory. Investigators linked the alleged theft to salvage yard sales and confirmed the loss through an inventory check, along with finding related spools at the suspect’s home."
2020-01-11T01:45:00.000000,Authorities search for copper thief,https://www.kait8.com/2020/01/10/authorities-search-copper-thief/,copper,"Craighead County authorities in Arkansas are investigating theft of wire from a Craighead Electric substation after reports of a cut fence and stolen copper-infused wire. Deputies have no suspects and believe the theft occurred within two weeks. The case may affect local replacement needs, but likely not wider copper pricing."
2020-01-12T18:00:00.000000,Emirates Global Aluminium signs deal with Indonesian competitor,https://www.thenational.ae/business/economy/emirates-global-aluminium-signs-deal-with-indonesian-competitor-1.963435,aluminium,"Emirates Global Aluminium (EGA) signed an agreement with Indonesia’s Inalum/PT Indonesia Asahan Aluminium to license smelting technology and cooperate on a new “greenfield” aluminium smelter and upgrades. Cooperation includes secondment for reduction cell modelling and potential wider use of EGA technology in Indonesia, supporting aluminium supply expectations."
2020-01-13T03:15:00.000000,Copper eases ahead of U.S.-China trade deal signing,https://leaderpost.com/pmn/business-pmn/copper-eases-ahead-of-u-s-china-trade-deal-signing/wcm/baff1a21-9523-4cb3-aef9-dc24b5a23ef0,"copper,nickel,aluminium","Copper prices edged down as investors stayed cautious ahead of the Wednesday signing of the U.S.-China Phase 1 trade deal that should ease the 18-month trade dispute. LME copper fell 0.1%, while LME aluminum declined and nickel rose slightly, indicating muted, sentiment-led moves rather than fundamentals shock."
2020-01-13T05:45:00.000000,London copper rises ahead of U.S.-China trade deal,https://leaderpost.com/pmn/business-pmn/london-copper-rises-ahead-of-u-s-china-trade-deal/wcm/db44c133-f6c8-45e0-a8df-0594849df79c,"copper,nickel,aluminium","London three-month copper rose 0.4% to about $6,222/tonne, extending a six-day rally ahead of a U.S.-China Phase 1 trade deal. Gains were modest as investors awaited China macro data. Other base metals were mostly range-bound, with aluminium slightly down and nickel slightly up."
